userId,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism
98234,2.54,2.08,2.33,2.36,2.07
98262,3.95,3.46,3.71,3.74,3.48
98265,2.23,1.81,2.03,2.07,1.72
98276,3.61,3.15,3.41,3.44,3.12
98296,3.23,2.78,2.99,3.04,2.71
98330,3.91,3.41,3.68,3.69,3.44
98371,4.72,4.28,4.55,4.56,4.22
98400,3.04,2.56,2.88,2.88,2.58
98430,3.74,3.21,3.44,3.47,3.3
98457,4.42,3.95,4.14,4.21,3.91
98470,3.21,2.73,2.96,3.01,2.71
98472,3.23,2.75,3.0,3.04,2.74
98528,2.82,2.39,2.62,2.66,2.3
98529,4.21,3.74,4.01,4.03,3.7
98530,3.72,3.27,3.52,3.55,3.24
98543,3.6,3.15,3.42,3.44,3.13
98568,4.09,3.64,3.87,3.91,3.58
98578,3.67,3.18,3.47,3.48,3.21
98605,3.55,3.08,3.26,3.33,3.05
98643,3.4,2.93,3.14,3.21,2.89
98647,3.41,2.96,3.19,3.24,2.91
98659,3.95,3.51,3.69,3.77,3.41
98660,3.3,2.82,3.13,3.13,2.84
98727,2.05,1.62,1.85,1.89,1.55
98733,5.23,4.72,4.92,5.0,4.75
98772,3.35,2.9,3.17,3.19,2.87
98882,3.24,2.79,3.01,3.06,2.74
98963,3.6,3.12,3.41,3.41,3.13
98996,4.6,4.11,4.33,4.4,4.1
99044,1.99,1.56,1.79,1.82,1.49
99070,4.47,3.97,4.21,4.24,4.01
99108,4.44,4.0,4.22,4.28,3.92
99115,3.41,2.92,3.28,3.25,2.96
99118,3.35,2.85,3.12,3.15,2.89
99143,3.59,3.14,3.42,3.42,3.08
99210,3.34,2.85,3.07,3.13,2.85
99254,4.39,3.91,4.19,4.2,3.92
99295,4.22,3.72,3.96,4.01,3.74
99317,2.6,2.17,2.39,2.45,2.05
99374,3.61,3.15,3.37,3.43,3.1
99382,2.84,2.39,2.62,2.68,2.32
99411,2.7,2.21,2.49,2.51,2.24
99414,3.74,3.26,3.54,3.55,3.28
99462,3.07,2.59,2.88,2.89,2.6
99466,3.23,2.7,2.98,3.01,2.79
99490,2.09,1.66,1.87,1.93,1.54
99518,4.15,3.72,3.86,3.97,3.59
99540,3.93,3.42,3.66,3.71,3.46
99546,3.09,2.66,2.89,2.93,2.58
99622,3.36,2.86,3.12,3.15,2.91
99626,1.58,1.12,1.36,1.4,1.09
99657,3.26,2.82,3.03,3.09,2.74
99667,3.36,2.92,3.19,3.21,2.87
99682,4.01,3.49,3.78,3.79,3.57
99693,3.44,2.92,3.25,3.24,2.99
99694,3.38,2.88,3.15,3.17,2.92
99702,3.1,2.64,2.89,2.94,2.6
99722,2.9,2.44,2.62,2.71,2.38
99728,2.51,2.05,2.29,2.33,2.0
99790,3.9,3.45,3.74,3.77,3.39
99791,3.49,3.0,3.28,3.3,3.03
99792,4.51,4.04,4.28,4.32,4.01
99804,2.63,2.17,2.44,2.45,2.15
99806,3.93,3.41,3.76,3.71,3.51
99809,3.82,3.33,3.64,3.64,3.35
99824,2.94,2.44,2.72,2.75,2.47
99890,4.82,4.38,4.61,4.66,4.28
99904,4.96,4.49,4.75,4.77,4.48
99967,4.48,4.07,4.27,4.34,3.95
100033,2.9,2.45,2.67,2.72,2.39
100117,3.79,3.29,3.55,3.58,3.33
100160,3.8,3.34,3.54,3.6,3.3
100198,4.43,3.97,4.21,4.26,3.92
100268,3.03,2.59,2.78,2.86,2.49
100281,3.54,3.06,3.27,3.34,3.02
100320,3.37,2.93,3.15,3.2,2.84
100329,2.42,1.99,2.21,2.24,1.91
100380,3.9,3.44,3.67,3.71,3.41
100416,3.61,3.13,3.4,3.42,3.14
100450,4.17,3.73,3.94,4.0,3.65
100493,3.45,2.96,3.24,3.26,2.98
100510,3.92,3.43,3.7,3.72,3.47
100515,3.26,2.77,3.04,3.06,2.78
100516,2.24,1.77,2.01,2.04,1.75
100519,4.2,3.74,3.98,4.02,3.67
100532,4.06,3.54,3.8,3.85,3.59
100540,4.23,3.77,4.07,4.06,3.74
100551,3.17,2.71,2.96,3.0,2.67
100555,3.67,3.22,3.38,3.48,3.12
100566,3.74,3.27,3.54,3.56,3.25
100594,3.35,2.91,3.12,3.18,2.83
100628,4.02,3.49,3.84,3.81,3.62
100637,4.03,3.5,3.75,3.8,3.57
100645,3.58,3.13,3.39,3.43,3.07
100664,2.67,2.19,2.41,2.47,2.17
100746,3.66,3.19,3.45,3.48,3.17
100747,2.91,2.49,2.73,2.75,2.41
100797,3.04,2.58,2.82,2.86,2.56
100809,1.99,1.51,1.74,1.78,1.5
100828,3.18,2.71,2.96,2.99,2.7
100838,2.94,2.48,2.73,2.77,2.44
100892,4.5,4.03,4.25,4.3,4.02
100896,4.07,3.58,3.87,3.9,3.6
100934,2.21,1.72,1.99,2.0,1.77
100939,3.22,2.76,3.05,3.06,2.75
100957,2.81,2.28,2.53,2.59,2.35
100960,1.89,1.41,1.64,1.69,1.41
100978,2.53,2.07,2.33,2.37,2.04
100995,3.63,3.19,3.43,3.47,3.12
101037,3.92,3.44,3.72,3.73,3.44
101083,2.82,2.34,2.6,2.62,2.35
101107,3.97,3.54,3.81,3.85,3.47
101146,2.93,2.44,2.69,2.73,2.45
101161,3.11,2.67,2.88,2.94,2.59
101163,3.75,3.27,3.6,3.61,3.28
101252,3.04,2.53,2.75,2.82,2.56
101322,3.84,3.35,3.63,3.65,3.38
101344,3.71,3.2,3.5,3.49,3.28
101369,4.25,3.78,4.0,4.06,3.74
101407,3.83,3.36,3.64,3.66,3.35
101487,2.34,1.89,2.17,2.18,1.85
101502,3.82,3.37,3.65,3.68,3.32
101504,3.99,3.5,3.78,3.8,3.54
101532,4.63,4.2,4.34,4.41,4.08
101553,3.18,2.73,2.98,2.99,2.7
101569,3.65,3.18,3.43,3.46,3.15
101585,4.09,3.67,3.86,3.94,3.52
101700,3.38,2.91,3.12,3.18,2.86
101769,3.64,3.16,3.47,3.47,3.18
101793,2.05,1.57,1.82,1.85,1.58
101820,3.7,3.21,3.52,3.53,3.24
101839,3.59,3.14,3.45,3.44,3.11
101840,3.64,3.14,3.35,3.41,3.15
101929,3.26,2.8,3.05,3.09,2.76
101952,3.04,2.52,2.82,2.83,2.58
101955,4.47,4.01,4.25,4.28,3.96
102002,2.84,2.36,2.56,2.63,2.33
102003,3.26,2.77,3.01,3.04,2.78
102027,3.67,3.23,3.45,3.5,3.17
102044,3.71,3.16,3.42,3.41,3.31
102053,1.89,1.46,1.7,1.73,1.36
102088,3.16,2.71,2.93,2.99,2.65
102117,5.35,4.77,4.96,5.09,4.88
102121,3.28,2.83,3.03,3.09,2.77
102203,3.0,2.54,2.78,2.84,2.49
102229,2.44,2.01,2.22,2.27,1.89
102250,3.42,2.95,3.22,3.24,2.94
102286,3.1,2.65,2.87,2.93,2.6
102300,3.18,2.72,2.98,3.0,2.72
102307,2.96,2.48,2.75,2.77,2.48
102309,3.92,3.45,3.7,3.74,3.44
102333,3.81,3.31,3.54,3.6,3.32
102334,1.97,1.46,1.73,1.75,1.52
102353,2.98,2.52,2.76,2.79,2.47
102360,3.43,2.94,3.22,3.24,2.98
102409,3.49,3.0,3.23,3.28,3.0
102464,3.12,2.64,2.9,2.93,2.63
102465,3.85,3.48,3.63,3.72,3.24
102478,3.87,3.37,3.62,3.66,3.39
102497,2.89,2.41,2.72,2.72,2.45
102524,3.47,3.05,3.28,3.32,2.96
102528,2.75,2.3,2.54,2.58,2.26
102529,4.36,3.97,4.17,4.22,3.78
102566,3.08,2.59,2.9,2.9,2.63
102570,3.85,3.34,3.65,3.64,3.41
102589,3.16,2.68,2.98,2.98,2.7
102616,4.55,4.12,4.4,4.42,4.06
102624,3.72,3.21,3.48,3.5,3.27
102741,2.98,2.52,2.81,2.81,2.5
102747,3.34,2.87,3.09,3.14,2.84
102749,4.35,3.88,4.13,4.17,3.86
102803,2.92,2.47,2.74,2.76,2.43
102846,2.89,2.44,2.68,2.72,2.4
102851,3.07,2.61,2.86,2.9,2.57
102856,3.84,3.36,3.61,3.63,3.35
102868,3.44,2.97,3.22,3.26,2.95
102927,3.72,3.24,3.55,3.54,3.25
102933,3.62,3.14,3.41,3.44,3.13
102934,3.1,2.6,2.91,2.92,2.65
102964,3.97,3.48,3.73,3.77,3.48
102976,2.65,2.17,2.42,2.43,2.19
102989,3.34,2.88,3.11,3.17,2.84
103021,4.05,3.53,3.83,3.85,3.61
103044,3.3,2.82,3.07,3.11,2.83
103048,5.21,4.72,5.04,5.08,4.75
103090,3.95,3.49,3.79,3.78,3.46
103111,3.31,2.82,3.12,3.12,2.85
103113,4.61,4.14,4.33,4.38,4.13
103129,2.16,1.77,1.97,2.03,1.6
103146,3.31,2.82,3.1,3.12,2.85
103153,3.83,3.37,3.61,3.64,3.34
103154,4.24,3.72,4.04,4.04,3.81
103155,4.21,3.71,3.98,3.99,3.75
103171,3.54,3.07,3.3,3.35,3.04
103185,2.71,2.25,2.42,2.5,2.18
103237,3.22,2.72,2.93,3.0,2.73
103259,3.54,3.06,3.29,3.32,3.08
103294,4.28,3.82,4.05,4.08,3.77
103314,2.9,2.45,2.67,2.72,2.39
103357,1.46,0.95,1.22,1.26,1.0
103417,2.26,1.79,2.01,2.07,1.74
103420,1.42,0.94,1.21,1.24,0.95
103467,4.47,4.04,4.26,4.32,3.94
103468,2.53,2.07,2.26,2.33,2.01
103474,4.27,3.75,4.11,4.07,3.86
103487,4.72,4.3,4.52,4.57,4.22
103488,1.64,1.18,1.42,1.43,1.14
103518,3.51,3.11,3.33,3.37,2.97
103547,3.7,3.25,3.5,3.52,3.21
103568,4.57,4.19,4.34,4.42,3.94
103600,3.17,2.69,2.91,2.97,2.67
103693,2.7,2.24,2.51,2.53,2.22
103773,3.47,3.02,3.26,3.3,2.96
103843,2.67,2.19,2.48,2.49,2.21
103848,2.65,2.19,2.43,2.48,2.15
103864,2.64,2.17,2.36,2.45,2.12
103872,2.33,1.87,2.12,2.16,1.84
103892,3.5,3.05,3.33,3.33,3.03
103895,4.64,4.2,4.37,4.46,4.09
103943,3.23,2.76,3.06,3.07,2.76
103948,3.67,3.15,3.49,3.47,3.23
103963,3.67,3.16,3.45,3.45,3.21
103977,3.85,3.38,3.67,3.68,3.37
104051,3.13,2.56,2.91,2.9,2.74
104055,3.75,3.23,3.5,3.52,3.32
104072,4.11,3.64,3.9,3.93,3.6
104103,3.26,2.76,3.06,3.06,2.8
104105,3.63,3.11,3.32,3.39,3.16
104141,3.23,2.78,3.06,3.07,2.75
104147,1.73,1.28,1.49,1.54,1.24
104159,2.61,2.1,2.38,2.42,2.15
104164,3.82,3.43,3.57,3.67,3.22
104179,3.9,3.41,3.72,3.72,3.45
104186,2.6,2.12,2.37,2.38,2.13
104189,3.41,2.95,3.21,3.24,2.93
104206,3.33,2.86,3.1,3.14,2.86
104207,4.72,4.28,4.52,4.55,4.22
104255,4.16,3.7,3.95,3.98,3.65
104264,2.17,1.72,1.94,2.0,1.65
104292,4.87,4.32,4.66,4.62,4.45
104315,4.12,3.68,3.93,3.97,3.63
104323,4.47,3.98,4.22,4.26,3.96
104328,3.66,3.23,3.5,3.52,3.15
104358,3.85,3.35,3.63,3.64,3.4
104373,3.8,3.37,3.64,3.66,3.28
104426,3.98,3.4,3.58,3.69,3.52
104433,3.03,2.59,2.87,2.88,2.54
104449,2.85,2.4,2.67,2.69,2.37
104472,4.11,3.66,3.86,3.93,3.6
104492,2.8,2.28,2.55,2.56,2.37
104511,3.32,2.81,3.11,3.12,2.87
104543,4.08,3.65,3.85,3.91,3.55
104548,3.01,2.56,2.78,2.84,2.49
104565,2.5,1.97,2.22,2.27,2.05
104654,1.99,1.51,1.74,1.79,1.48
104723,4.07,3.49,3.79,3.78,3.7
104759,3.06,2.58,2.82,2.85,2.57
104764,3.29,2.77,3.06,3.09,2.84
104807,4.57,4.07,4.42,4.39,4.13
104819,4.33,3.87,4.12,4.15,3.85
104858,1.85,1.39,1.65,1.65,1.38
104874,3.67,3.19,3.51,3.5,3.22
104889,3.37,2.93,3.16,3.2,2.85
104891,3.73,3.27,3.54,3.56,3.23
104937,2.45,2.0,2.19,2.25,1.94
104988,3.41,2.94,3.23,3.26,2.94
105030,4.01,3.56,3.8,3.83,3.52
105062,3.5,3.04,3.28,3.3,3.03
105099,3.72,3.23,3.47,3.53,3.26
105110,2.98,2.47,2.73,2.76,2.53
105116,2.75,2.31,2.57,2.59,2.25
105127,4.5,4.01,4.31,4.32,4.02
105146,3.7,3.27,3.48,3.55,3.15
105177,2.56,2.1,2.33,2.38,2.05
105199,2.62,2.2,2.4,2.46,2.08
105233,1.96,1.48,1.69,1.75,1.46
105252,3.73,3.16,3.32,3.42,3.28
105284,2.92,2.44,2.73,2.74,2.48
105314,3.71,3.28,3.48,3.53,3.2
105340,3.76,3.26,3.53,3.55,3.32
105368,4.11,3.66,3.84,3.92,3.58
105373,2.43,1.97,2.19,2.23,1.9
105403,1.91,1.47,1.68,1.74,1.39
105442,3.53,3.06,3.35,3.38,3.05
105447,3.31,2.82,3.15,3.16,2.84
105448,2.62,2.18,2.39,2.46,2.09
105474,3.58,3.09,3.38,3.37,3.12
105601,3.74,3.28,3.56,3.58,3.24
105605,4.07,3.56,3.84,3.87,3.62
105609,3.71,3.26,3.5,3.53,3.2
105611,3.3,2.82,3.12,3.12,2.83
105615,1.48,0.99,1.25,1.27,1.01
105685,3.64,3.11,3.3,3.39,3.17
105711,3.5,3.03,3.27,3.32,3.02
105733,3.5,3.03,3.29,3.32,3.02
105747,3.52,3.0,3.33,3.34,3.07
105764,3.18,2.7,2.95,2.99,2.71
105806,3.01,2.54,2.75,2.79,2.5
105829,4.1,3.61,3.88,3.91,3.63
105844,3.17,2.77,2.93,3.01,2.6
105900,3.02,2.53,2.81,2.83,2.57
105928,3.28,2.91,3.09,3.17,2.69
105999,2.24,1.68,1.93,1.97,1.82
106004,3.17,2.69,2.98,3.0,2.72
106041,2.45,1.96,2.24,2.25,2.01
106089,3.52,3.04,3.32,3.35,3.04
106092,3.77,3.28,3.56,3.58,3.3
106116,1.65,1.19,1.43,1.48,1.12
106136,3.65,3.19,3.46,3.48,3.18
106151,2.32,1.82,2.11,2.1,1.89
106183,3.32,2.84,3.18,3.17,2.84
106195,3.6,3.15,3.41,3.44,3.11
106219,3.76,3.3,3.56,3.59,3.27
106229,5.01,4.59,4.81,4.87,4.46
106250,4.1,3.61,3.93,3.91,3.67
106251,3.54,3.05,3.31,3.33,3.08
106256,4.16,3.67,3.93,3.96,3.69
106337,3.9,3.36,3.66,3.68,3.47
106394,3.12,2.69,2.87,2.95,2.59
106396,2.73,2.31,2.51,2.56,2.18
106397,3.81,3.37,3.65,3.65,3.31
106435,3.39,2.92,3.14,3.2,2.88
106518,3.94,3.42,3.75,3.73,3.51
106545,3.97,3.52,3.78,3.8,3.47
106634,2.95,2.45,2.66,2.71,2.48
106669,2.93,2.49,2.72,2.77,2.41
106688,3.4,2.92,3.2,3.23,2.93
106747,4.78,4.24,4.45,4.53,4.34
106758,2.72,2.29,2.51,2.56,2.21
106785,3.98,3.47,3.79,3.79,3.54
106786,3.56,3.12,3.35,3.37,3.06
106823,2.93,2.49,2.71,2.78,2.42
106845,4.49,4.01,4.31,4.32,4.02
106846,3.91,3.45,3.65,3.71,3.37
106854,3.04,2.58,2.84,2.87,2.55
106870,5.01,4.62,4.78,4.87,4.42
106917,3.89,3.47,3.66,3.71,3.33
106921,3.77,3.29,3.58,3.6,3.3
107023,2.93,2.45,2.72,2.74,2.46
107029,3.3,2.82,3.14,3.13,2.83
107032,4.68,4.22,4.46,4.49,4.18
107039,2.57,2.08,2.4,2.38,2.13
107116,3.45,3.0,3.18,3.25,2.91
107138,4.6,4.14,4.35,4.41,4.1
107155,3.5,3.04,3.3,3.31,3.02
107196,1.63,1.15,1.39,1.43,1.14
107200,3.92,3.43,3.71,3.72,3.45
107220,3.99,3.51,3.83,3.82,3.53
107232,3.16,2.71,2.95,2.99,2.66
107288,2.72,2.24,2.59,2.56,2.26
107330,4.51,4.06,4.27,4.33,4.01
107347,3.81,3.34,3.54,3.61,3.32
107376,3.51,3.03,3.36,3.34,3.05
107415,3.07,2.59,2.86,2.88,2.62
107426,3.72,3.24,3.49,3.51,3.26
107429,2.59,2.14,2.34,2.4,2.09
107462,2.87,2.43,2.66,2.69,2.38
107490,3.42,2.96,3.18,3.24,2.92
107498,3.5,3.0,3.32,3.33,3.05
107508,3.16,2.69,2.96,2.99,2.69
107538,3.95,3.5,3.73,3.78,3.44
107548,2.99,2.53,2.78,2.82,2.48
107628,3.72,3.24,3.49,3.53,3.22
107682,3.45,2.95,3.26,3.27,3.0
107689,2.58,2.06,2.28,2.35,2.1
107697,4.68,4.14,4.42,4.43,4.24
107714,2.76,2.32,2.55,2.59,2.25
107735,2.43,1.94,2.22,2.25,1.97
107756,3.21,2.73,2.96,3.02,2.72
107783,2.95,2.49,2.69,2.76,2.43
107806,3.41,2.95,3.21,3.22,2.93
107826,3.95,3.47,3.68,3.75,3.45
107855,3.92,3.48,3.72,3.76,3.42
107857,3.58,3.14,3.36,3.42,3.06
107904,3.23,2.74,2.96,3.0,2.77
107905,3.48,3.01,3.25,3.29,2.98
107907,3.34,2.89,3.13,3.16,2.83
107919,3.81,3.36,3.64,3.66,3.31
107926,4.31,3.84,4.14,4.15,3.83
107957,1.66,1.2,1.45,1.48,1.18
107962,4.03,3.56,3.8,3.83,3.56
107987,3.34,2.85,3.06,3.13,2.85
107994,3.88,3.49,3.63,3.7,3.33
108005,4.09,3.6,3.79,3.87,3.58
108006,3.54,3.13,3.35,3.39,3.01
108043,3.48,2.95,3.25,3.27,3.03
108057,4.12,3.67,3.94,3.96,3.63
108065,3.42,2.94,3.23,3.25,2.95
108080,2.27,1.82,2.05,2.09,1.77
108085,4.62,4.12,4.41,4.43,4.13
108086,3.86,3.37,3.58,3.64,3.37
108128,1.87,1.37,1.68,1.68,1.42
108134,3.47,3.0,3.25,3.27,2.98
108138,3.61,3.11,3.37,3.41,3.15
108174,3.15,2.7,2.88,2.96,2.63
108191,4.81,4.29,4.56,4.63,4.33
108231,3.97,3.52,3.75,3.8,3.46
108254,3.04,2.57,2.77,2.83,2.53
108263,2.16,1.63,1.9,1.92,1.73
108272,3.78,3.32,3.6,3.61,3.31
108284,3.54,3.06,3.37,3.37,3.1
108376,3.99,3.53,3.81,3.83,3.49
108378,2.75,2.24,2.58,2.57,2.31
108380,3.23,2.79,3.0,3.04,2.74
108392,2.56,2.11,2.35,2.39,2.07
108400,2.81,2.29,2.55,2.58,2.37
108407,1.93,1.44,1.71,1.74,1.46
108446,3.17,2.74,2.95,3.0,2.65
108461,3.6,3.17,3.39,3.45,3.06
108484,3.94,3.44,3.7,3.73,3.48
108500,3.05,2.56,2.86,2.86,2.59
108508,4.21,3.74,4.02,4.03,3.74
108540,2.72,2.18,2.47,2.45,2.36
108614,3.59,3.16,3.37,3.44,3.06
108645,4.01,3.52,3.76,3.8,3.53
108667,4.43,3.98,4.17,4.25,3.88
108714,4.0,3.55,3.79,3.83,3.5
108715,3.38,2.92,3.15,3.19,2.89
108766,4.1,3.57,3.9,3.89,3.67
108769,3.56,3.06,3.31,3.37,3.06
108815,3.35,2.93,3.09,3.18,2.77
108827,3.01,2.51,2.8,2.82,2.55
108831,3.58,3.08,3.36,3.38,3.13
108859,2.86,2.38,2.66,2.68,2.39
108904,3.37,2.94,3.13,3.19,2.83
108935,2.81,2.33,2.61,2.62,2.33
108954,3.86,3.38,3.67,3.69,3.39
109018,2.6,2.12,2.38,2.41,2.11
109042,2.82,2.35,2.63,2.65,2.35
109072,2.71,2.26,2.51,2.56,2.2
109106,4.49,3.96,4.29,4.29,4.06
109123,3.95,3.54,3.72,3.8,3.39
109133,2.28,1.84,2.07,2.12,1.78
109138,3.65,3.21,3.48,3.5,3.16
109162,3.91,3.43,3.71,3.71,3.41
109183,4.02,3.52,3.84,3.84,3.56
109236,4.13,3.61,3.87,3.9,3.67
109273,4.52,3.98,4.26,4.29,4.07
109303,4.89,4.39,4.7,4.71,4.43
109346,3.31,2.84,3.11,3.13,2.84
109357,2.21,1.75,1.99,2.03,1.7
109384,3.93,3.45,3.72,3.77,3.43
109393,3.29,2.77,2.99,3.02,2.89
109424,2.98,2.5,2.77,2.8,2.52
109448,3.26,2.75,3.05,3.04,2.84
109455,3.19,2.76,3.04,3.06,2.67
109519,2.66,2.19,2.42,2.46,2.16
109526,3.99,3.46,3.62,3.76,3.47
109535,4.66,4.18,4.45,4.48,4.19
109602,2.24,1.77,2.02,2.05,1.75
109605,3.21,2.76,3.01,3.05,2.71
109685,4.09,3.61,3.82,3.89,3.6
109700,2.87,2.4,2.68,2.71,2.4
109701,3.28,2.83,3.07,3.11,2.78
109703,4.33,3.86,4.09,4.13,3.83
109744,3.74,3.3,3.53,3.57,3.23
109751,3.94,3.42,3.69,3.71,3.49
109752,3.89,3.42,3.68,3.73,3.39
109779,3.23,2.76,3.03,3.05,2.76
109805,2.21,1.79,2.01,2.06,1.68
109808,2.87,2.4,2.64,2.68,2.37
109815,2.07,1.62,1.87,1.9,1.58
109829,2.99,2.46,2.76,2.76,2.57
109840,3.93,3.43,3.69,3.71,3.47
109865,4.83,4.31,4.55,4.59,4.38
109873,2.55,2.04,2.26,2.33,2.06
109874,3.72,3.31,3.52,3.57,3.17
109900,4.32,3.89,4.06,4.14,3.77
109907,3.62,3.17,3.33,3.42,3.08
109936,4.08,3.62,3.87,3.9,3.58
109940,4.2,3.73,3.91,3.95,3.66
109983,2.96,2.5,2.72,2.76,2.46
109985,3.26,2.78,2.94,3.04,2.74
109988,3.65,3.16,3.46,3.49,3.17
110004,3.27,2.79,3.09,3.07,2.81
110047,4.27,3.78,4.07,4.08,3.81
110056,2.23,1.75,2.01,2.05,1.74
110063,4.54,4.08,4.29,4.34,4.05
110132,3.3,2.87,3.04,3.13,2.76
110153,4.4,3.87,4.09,4.15,3.97
110154,3.5,3.02,3.3,3.31,3.02
110160,2.35,1.86,2.11,2.15,1.88
110200,3.63,3.14,3.41,3.42,3.18
110235,3.77,3.3,3.6,3.62,3.3
110242,3.56,3.11,3.36,3.38,3.07
110246,3.51,3.09,3.31,3.37,2.95
110261,2.33,1.89,2.06,2.14,1.79
110309,3.94,3.49,3.67,3.75,3.4
110339,4.29,3.85,4.08,4.13,3.78
110365,3.74,3.28,3.47,3.55,3.21
110371,2.78,2.3,2.54,2.58,2.3
110393,3.61,3.09,3.41,3.4,3.17
110396,3.05,2.55,2.87,2.87,2.6
110401,3.94,3.51,3.72,3.78,3.42
110448,3.4,2.96,3.19,3.24,2.87
110470,3.06,2.6,2.88,2.89,2.58
110481,3.24,2.75,2.97,3.03,2.75
110497,5.43,4.96,5.27,5.26,4.96
110506,3.78,3.36,3.59,3.63,3.26
110529,2.05,1.58,1.81,1.86,1.54
110616,3.63,3.16,3.38,3.43,3.12
110620,3.36,2.87,3.2,3.19,2.89
110621,3.82,3.36,3.59,3.63,3.31
110627,2.42,1.95,2.19,2.23,1.93
110737,4.33,3.86,4.1,4.14,3.86
110827,4.02,3.56,3.78,3.84,3.52
110850,3.56,3.09,3.36,3.39,3.08
110854,4.36,3.88,4.13,4.18,3.89
110902,3.41,2.94,3.21,3.24,2.91
110928,4.27,3.76,4.07,4.05,3.83
110954,3.12,2.62,2.88,2.91,2.65
110958,3.17,2.65,2.96,2.97,2.73
110980,2.8,2.36,2.53,2.6,2.29
110981,3.63,3.17,3.42,3.45,3.14
110987,3.16,2.67,2.97,2.98,2.72
111031,3.8,3.41,3.64,3.68,3.26
111102,1.83,1.34,1.57,1.6,1.37
111128,4.16,3.68,3.96,3.98,3.68
111170,3.3,2.86,3.08,3.12,2.77
111200,2.79,2.34,2.54,2.61,2.25
111206,3.76,3.31,3.52,3.56,3.3
111214,4.3,3.86,4.04,4.12,3.75
111272,3.59,3.12,3.38,3.42,3.1
111283,3.8,3.3,3.58,3.6,3.34
111310,3.75,3.29,3.51,3.58,3.24
111372,3.6,3.07,3.38,3.38,3.17
111431,3.44,2.91,3.25,3.23,3.01
111458,4.12,3.66,3.95,3.95,3.63
111469,4.24,3.73,3.95,4.02,3.75
111473,4.09,3.61,3.86,3.9,3.61
111481,2.99,2.48,2.78,2.78,2.57
111486,3.15,2.67,2.96,2.97,2.69
111510,3.36,2.87,3.12,3.15,2.89
111543,4.31,3.85,4.07,4.12,3.81
111557,3.17,2.71,2.94,2.97,2.66
111569,3.53,3.1,3.29,3.36,3.01
111614,2.85,2.37,2.63,2.66,2.37
111655,3.66,3.2,3.43,3.49,3.16
111657,3.82,3.31,3.58,3.59,3.37
111741,2.36,1.85,2.15,2.16,1.91
111763,3.72,3.25,3.52,3.54,3.24
111839,3.96,3.54,3.75,3.8,3.43
111925,2.82,2.37,2.61,2.65,2.32
111931,2.29,1.82,2.1,2.11,1.83
111945,4.21,3.7,3.99,4.0,3.75
111973,3.31,2.87,3.11,3.15,2.8
111990,3.63,3.16,3.42,3.46,3.14
112053,3.78,3.32,3.5,3.59,3.25
112061,2.71,2.24,2.52,2.55,2.23
112077,2.95,2.49,2.74,2.76,2.47
112116,3.56,3.08,3.38,3.38,3.1
112130,2.5,2.02,2.26,2.31,2.01
112139,4.16,3.71,3.9,3.96,3.66
112153,3.57,3.12,3.32,3.38,3.04
112181,3.44,2.9,3.23,3.2,3.04
112194,4.09,3.57,3.84,3.87,3.63
112204,3.28,2.83,3.06,3.1,2.77
112220,3.21,2.8,2.96,3.04,2.65
112228,3.41,2.95,3.2,3.23,2.92
112250,3.95,3.5,3.7,3.75,3.42
112256,3.93,3.44,3.73,3.75,3.47
112280,3.77,3.31,3.53,3.58,3.26
112294,3.51,2.99,3.23,3.28,3.05
112298,2.46,1.93,2.12,2.2,2.0
112302,4.72,4.26,4.54,4.52,4.25
112313,3.69,3.18,3.46,3.46,3.23
112345,1.54,1.0,1.29,1.31,1.11
112357,4.36,3.88,4.07,4.16,3.85
112387,4.06,3.6,3.84,3.89,3.56
112447,2.21,1.78,1.98,2.05,1.66
112470,2.94,2.51,2.67,2.77,2.38
112505,3.31,2.83,3.14,3.13,2.84
112556,4.66,4.18,4.43,4.45,4.18
112568,3.33,2.79,3.08,3.07,2.92
112570,3.45,2.96,3.24,3.27,2.98
112622,4.95,4.6,4.71,4.82,4.31
112638,3.75,3.25,3.52,3.56,3.28
112654,3.39,2.96,3.19,3.23,2.89
112665,3.65,3.16,3.51,3.48,3.22
112677,3.64,3.2,3.45,3.47,3.14
112679,2.94,2.46,2.7,2.73,2.45
112697,3.06,2.61,2.83,2.89,2.57
112705,3.01,2.56,2.81,2.84,2.51
112716,3.72,3.31,3.46,3.56,3.14
112758,3.52,3.06,3.3,3.34,3.03
112770,3.49,3.08,3.3,3.36,2.96
112783,2.85,2.35,2.64,2.66,2.39
112796,3.41,2.91,3.25,3.23,2.96
112864,3.34,2.89,3.05,3.15,2.8
112890,3.17,2.63,2.89,2.92,2.72
112934,3.73,3.27,3.53,3.56,3.23
112940,3.09,2.63,2.88,2.92,2.59
112943,3.98,3.43,3.64,3.72,3.55
112978,3.12,2.68,2.9,2.93,2.65
113007,2.99,2.55,2.8,2.85,2.49
113013,4.02,3.58,3.81,3.86,3.51
113024,2.22,1.76,1.99,2.03,1.73
113051,3.03,2.55,2.86,2.84,2.56
113056,3.21,2.71,2.96,3.0,2.74
113096,3.66,3.19,3.44,3.47,3.16
113118,2.96,2.52,2.74,2.79,2.44
113119,4.15,3.7,3.9,3.96,3.63
113140,3.49,3.03,3.26,3.32,2.98
113158,3.39,2.91,3.19,3.21,2.94
113187,2.87,2.37,2.64,2.65,2.41
113188,3.67,3.23,3.5,3.54,3.15
113252,3.25,2.84,3.01,3.08,2.69
